output_csv_path,SENTENCE_NAME,SENTENCE,sentence_decoder,beam_size,top_k,window_size,stride,BLEU,ROUGE-1,ROUGE-L,Cosine
DfnHNkTE7mE_0-5-rgb_front_W16_S8.csv,DfnHNkTE7mE_0-5-rgb_front,I got my first job back in 1984 on a TV series called Miami Vice.,"I am sorry to bother you. how much does it cost to get in? would you excuse me, please? is that enough for you? mineral water water freezes at 32 degrees. i would like to make a reservation. should you drink so much beer when playing poker? ferrous metal the princess and the frog i have a sore throat.",10,10,16,8,0.0,8.11,8.11,1.61
C0fPZgeY2rg_0-5-rgb_front_W16_S8.csv,C0fPZgeY2rg_0-5-rgb_front,How does a snake grow?,Existing how are you? how?.,10,10,16,8,0.0,20.0,20.0,24.12
4XlVMRXLydg_0-5-rgb_front_W16_S8.csv,4XlVMRXLydg_0-5-rgb_front,We're going to do gathering chi from heaven and earth.,Lost i would like to be part of the music ministry would you like a glass of wine? when would you like to go? i want to tell you something about my family. i would like to seen some rings. what time does the bus arrive? standard time asexual what can i get for you?.,10,10,16,8,0.0,6.06,6.06,6.31
cHFW_U9e4sM_0-8-rgb_front_W16_S8.csv,cHFW_U9e4sM_0-8-rgb_front,The next point you're going to use for the lower legs especially is inner courtyard or stomach 44.,Joystick can you sew on a button for me? brazilian sugar cane liquor daughter-in-law what kind of work do you do? keep quiet. would you care for a refill? is that enough for you? what is your pet's name? slothful nod rodent malleable where are you from?.,10,10,16,8,0.0,8.7,8.7,14.76
bHdXYjk977I_0-3-rgb_front_W16_S8.csv,bHdXYjk977I_0-3-rgb_front,"Next we are going to talk about is, I am going to do a necklace and I am going to make a turquoise necklace since I have lots of turquoise here to choose from.",Submit how much does it cost? how much does the book cost? what is the soup of the day? i have to go home. ferrous metal i am a doctor. i have a sore throat. blacksmithing trigonometry i‘m looking for a job. deciduous tree time is up. i listen to bands like ac/dc. green tea the elevator is stuck. i‘m looking for a job. in the money.,10,10,16,8,0.0,23.08,17.31,13.04
DKOzSnHwSFI_0-5-rgb_front_W16_S8.csv,DKOzSnHwSFI_0-5-rgb_front,"Hi, my name is Dave Schoeneck and we're talking about how you're going to feel after your first day of adaptive skiing.",Necessary who are you? may i offer you a drink? would you like a glass of wine? the food is delicious. i have a question. i have a sore throat. who do you want to talk to? i am single. i speak a little bit. who do you want to talk to? i am sorry to bother you. i have a sore throat. i love to pray in sign.,10,10,16,8,0.0,10.75,8.6,14.28
fslsm4MqBBE_0-8-rgb_front_W16_S8.csv,fslsm4MqBBE_0-8-rgb_front,Next we are going to be talking about the edge of a snowboard.,Watch tv i don't like it at all. generally speaking how much does the book cost? how much does it cost? it is under five dollars.,10,10,16,8,0.0,5.0,5.0,2.41
cYtd23-StEw_0-8-rgb_front_W16_S8.csv,cYtd23-StEw_0-8-rgb_front,Hi.,Soft drink.,10,10,16,8,0.0,0.0,0.0,0.0
0pKzG0RRUz4_0-1-rgb_front_W16_S8.csv,0pKzG0RRUz4_0-1-rgb_front,Another technique is you can braid the hair on first and then start wrapping cause some people have really short hair and we can create the look with adding the hair end.,Car key what kind of car have you got? how long do you want to stay here? how long are you going to stay here? time sense can i pay by credit card? how much does it cost to get in? cup of coffee a little how are you feeling? laid down how long are you staying? how are you feeling? strep throat i have pain in my stomach i am out of gas. overlock sewing machine sewing machine i can't sleep. i am majoring in home economics. time sense who do you want to talk to? i would like to send this letter by registered mail. time sense cochlear implant how would you like to pay? how much does the book cost? where is the cash register? where is a waiting room? how much does the book cost?.,10,10,16,8,0.0,9.3,6.98,10.52
0oGfy530AuI_0-1-rgb_front_W16_S8.csv,0oGfy530AuI_0-1-rgb_front,MICHAEL ROSENGART: Thrusters.,Ask what are you doing?.,10,10,16,8,0.0,0.0,0.0,0.0
EmNBzTLRz-E_0-5-rgb_front_W16_S8.csv,EmNBzTLRz-E_0-5-rgb_front,ALICE MONSAERT: This exercise is what I call an advanced level lunge because the back leg is going to stay straight.,Internal how long are you going to stay here? i will take that tie. what time is it? first name voiceless mouthing overdo terraced housing balanced diet how long are you going to stay here? how long do you want to stay here? why do you say that? step stool leave it a little long.,10,10,16,8,0.0,15.79,13.16,13.16
cS44xaCZy7A_0-8-rgb_front_W16_S8.csv,cS44xaCZy7A_0-8-rgb_front,We're now going to start lunging the horse.,Cache you are too young. what is the date today? primary school i graduate in two years. step-brother.,10,10,16,8,0.0,7.14,7.14,4.15
DdzxfgB4W2c_0-5-rgb_front_W16_S8.csv,DdzxfgB4W2c_0-5-rgb_front,Okay.,Red bean.,10,10,16,8,0.0,0.0,0.0,0.0
1QmgK8f5JnY_0-1-rgb_front_W16_S8.csv,1QmgK8f5JnY_0-1-rgb_front,"Hello, my names Rebecca Herrick, I'm a licensed massage therapist in Wilmington, North Carolina and I'm here to give my review on Massage Parlors.",Large button telephone first name i am not hearing i am hard of hearing. who are you? impulsive my size is small. what is your sign in sign language? how can i help you? his niece will help you. be as thick as thieves who are you? no. i'm lost. what is the date today?.,10,10,16,8,0.0,14.63,12.2,3.49
ahJr2i50Qew_0-3-rgb_front_W16_S8.csv,ahJr2i50Qew_0-3-rgb_front,"One thing, as you notice we don't have any three point lines here but, that wasn't always part of the game and this court was probably created during, sometime during that period, is the three point line.",Taco what is the date today? what would you like to order? how much does it cost? unleavened bread how old were you when you became deaf? how long would you like to stay at our hotel? the iron curtain how long do you want to stay here? when do you open? how old were you when you became deaf? self-deception i will have coffee after i eat. how can i help you? can you sew on a button for me? you have to have a shot. can you sew on a button for me? he works hard at his job. cup of coffee i graduated last year. since a long time ago he works hard at his job. long-term unemployment trigonometry elasticity of demand major are you thirsty? what are you doing? narcissism.,10,10,16,8,0.0,8.0,3.43,10.65
Eh2AVkAQsxI_0-3-rgb_front_W16_S8.csv,Eh2AVkAQsxI_0-3-rgb_front,"Hi I'm Lauren, I'm going to be discussing how to add natural highlights at home.",Large button telephone are you deaf or hearing? the pyrenees pine tree what time is it? do you have time for me? wash your hands. cup of coffee coffee cup time is up.,10,10,16,8,0.0,0.0,0.0,0.0
a4uz0W33REs_0-5-rgb_front_W16_S8.csv,a4uz0W33REs_0-5-rgb_front,SARAH HAUER: Hi.,Odd i don't know.,10,10,16,8,0.0,0.0,0.0,0.0
DEdVsXBut4I_0-5-rgb_front_W16_S8.csv,DEdVsXBut4I_0-5-rgb_front,"Ace 2 suited, ace 3 suited; this is pretty much the best Omaha high low hand because what it gives you gives you the aces you can win the high if you catch another ace or two.","Really is it true? what do you like? is it true? what do you like? i can't sleep. i love all the colors of the rainbow. how much does it cost? what do you like? i'm fine, thanks. what do you like? cut! what's wrong with you? roll up your sleeve. i have a sore throat. undernourished i don't mind. mythomania i don't understand. what do you like? how much does it cost? what is the date today? press down the clutch. is there anything else i can do for you? do you have a safe? cup of coffee when? cup of coffee trigonometry how old are you? i'm fine, thanks. you´re right. who are you? you´re right.",10,10,16,8,0.0,14.72,9.82,32.64
1aJwX9nRlmk_0-2-rgb_front_W16_S8.csv,1aJwX9nRlmk_0-2-rgb_front,"ELIZABETH ROSE: The next thing we're going to do is bring some movement into this area with all the tension, where your headache is happening.",Easy what time do the shops close? pile of books how much does the book cost? it is not my fault. i am a doctor. it is not my fault. what is the date today? is there anything else i can do for you? what is the date today? i like my work. freedom of speech it is not my fault. health and safety notice electromotive force i have a toothache. i've got a stabbing pain in my back. do you use a hearing aid? what time does the bus arrive? i am applying for a credit card. can you sew on a button for me? fingernail dimple i will have coffee after i eat. i've got a stabbing pain in my back. do you use a hearing aid? i have a toothache. enthalpy of fusion.,10,10,16,8,0.0,6.1,6.1,15.99
Eh2AVkAQsxI_0-5-rgb_front_W16_S8.csv,Eh2AVkAQsxI_0-5-rgb_front,"Hi I'm Lauren, I'm going to be discussing how to add natural highlights at home.",Experienced water-cooled water wheel the princess and the frog i have my period now. how much does it cost? how much is a ticket to _____? how much is it? that’s enough! deaconess would you like to dance? capercaillie.,10,10,16,8,0.0,14.04,14.04,13.68
bb1Z5dw4N-s_0-8-rgb_front_W16_S8.csv,bb1Z5dw4N-s_0-8-rgb_front,Now there are a few disadvantages to impromptu speaking.,Modern can i offer you anything to eat? how much does the book cost? minor (law) the temperature is below zero. candle snuffer pear tree where does it hurt?.,10,10,16,8,0.0,5.26,5.26,3.29
f5EGPzGSCJs_0-8-rgb_front_W16_S8.csv,f5EGPzGSCJs_0-8-rgb_front,Today we're going to talk about how to diagnose an ailment of your fish.,"Water fountain how much does it cost to get in? may i have a menu, please? in-situ darkroom easel what is the soup of the day? how are you feeling?.",10,10,16,8,0.0,13.04,13.04,11.94
4VXvnpxTEEw_0-1-rgb_front_W16_S8.csv,4VXvnpxTEEw_0-1-rgb_front,In this next clip we're going to talk about wind chill and wind chill factors.,Easy how much does it cost to get in? when does it open? when does it close? print on demand i would like to send this letter by registered mail. how much does it cost to get in? how much does the book cost?.,10,10,16,8,0.0,10.0,10.0,7.13
Enhria4v_jo_0-3-rgb_front_W16_S8.csv,Enhria4v_jo_0-3-rgb_front,"Hi, I'm Judy Carrier with Jewels by Park Lane and I'm going to tell you how to clean your sterling silver jewelry.",Lame motherfucker are you deaf or hearing? would you like a glass of wine? brandy the pyrenees kilometre per hour aqua regia 90 degrees rock paper scissors game there was thunder and lightning last night. hazel grouse attar of roses motherfucker wild boar diphthong.,10,10,16,8,0.0,5.88,2.94,4.86
C9ordUxwOEQ_0-5-rgb_front_W16_S8.csv,C9ordUxwOEQ_0-5-rgb_front,This is a tire pressure gauge.,Girl are you thirsty?.,10,10,16,8,0.0,0.0,0.0,0.0
eahjYz2685g_0-8-rgb_front_W16_S8.csv,eahjYz2685g_0-8-rgb_front,"Now another important thing for you to remember, and this is going to be a little difficult, because we all tend to like to please people, we all tend to like accolades and praise.",Red bull step-brother may i go with you? may i offer you a drink? what can i get for you? on the side bosnia and herzegovina c++ may i offer you a drink? i have a bad cough. what are you doing? i have a stomachache. please give it to me. i have a sore throat. what can l do for you? who do you want to talk to? i have a sore throat. i visited my aunt two months ago. i am just visiting. follow me. follow me car follow me. turn on c++.,10,10,16,8,0.0,13.85,10.77,16.17
EmNBzTLRz-E_0-3-rgb_front_W16_S8.csv,EmNBzTLRz-E_0-3-rgb_front,ALICE MONSAERT: This exercise is what I call an advanced level lunge because the back leg is going to stay straight.,Sensor bosnia and herzegovina teacup dibble exercise machine chef's knife what time does the train leave? last email.,10,10,16,8,0.0,15.0,15.0,8.25
CO6qyvvglAE_0-5-rgb_front_W16_S8.csv,CO6qyvvglAE_0-5-rgb_front,And now we're going to talk about some inputs that you can run through your board.,Currently what is the date today? i do not feel well. i have a sore throat. what is the temperature? how much does it cost to get in? tonsillitis how much does it cost to get in? how are you feeling? how much does it cost? tonsillitis how much does it cost? what are you doing? what kind of service do you have? cheeky speech impairment out of order watch tv.,10,10,16,8,0.0,4.55,4.55,4.89
dWOtJxrH_Ww_0-8-rgb_front_W16_S8.csv,dWOtJxrH_Ww_0-8-rgb_front,"I'm Tim Gipson, and I'm going to talk to you about trouble shooting your refrigerator.",You who are you? water seepage i am too old. compressive strength how much is it? what is your name? to have dinner our family is small. boy scouts is a good organization.,10,10,16,8,0.0,16.0,8.0,11.25
4CSSlWonj3E_0-2-rgb_front_W16_S8.csv,4CSSlWonj3E_0-2-rgb_front,RICHARD BUCCOLA: Hi.,Need.,10,10,16,8,0.0,0.0,0.0,0.0
DwlVtUKfv3s_0-5-rgb_front_W16_S8.csv,DwlVtUKfv3s_0-5-rgb_front,"As you are getting ready for the ball to come over the net and to hit it, it's important that you're moving side to side and then bouncing on the balls of your feet.",Interesting very interesting. you have to have a shot. i have a sore throat. are you hungry? i have a bleeding nose. don't breathe. i have a cold. there was thunder and lightning last night. the princess and the frog tomatoes on the vine what is your sign in sign language? chimney sweep chimney four-stroke engine car rear windscreen car rear seat beat around the bush read out loud put the lights on. i pick up my son from the kindergarten. back your car. what is your sign in sign language? how long are you going to stay here? in-situ jump for joy close an account i need to do some laundry. who do you want to talk to? i would like to make a reservation.,10,10,16,8,0.0,16.97,8.48,31.26
cwLJfXFf9ks_0-8-rgb_front_W16_S8.csv,cwLJfXFf9ks_0-8-rgb_front,The principles of Aikido can be applied to daily life in many different situations.,Attempt who do you want to talk to? how old were you when you became deaf? my father passed away last month. sorry for your loss. what is your sign in sign language? where does this train go? the temperature is 76 degrees. last year who are you?.,10,10,16,8,0.0,9.68,6.45,6.89
bbSKqkE4EBs_0-8-rgb_front_W16_S8.csv,bbSKqkE4EBs_0-8-rgb_front,In this segment we're going to take a moment to talk about the benefits of Qigong breathing.,Stop ahead where does this train go? how are you? how do you feel? what are you doing? yes what time is it?.,10,10,16,8,0.0,9.76,9.76,2.0
3TrMyzNWGpY_0-2-rgb_front_W16_S8.csv,3TrMyzNWGpY_0-2-rgb_front,Hi everybody I'm John Graden from the Martial Arts Teacher's Association and johngraden.com.,Curve phnom penh i am hard of hearing. ohm i have a toothache. rodent who do you want to talk to? it's time to take your temperature. i have to go home. i need a shave. who do you want to talk to?.,10,10,16,8,0.0,6.67,6.67,0.0
3HCjTYIijec_0-2-rgb_front_W16_S8.csv,3HCjTYIijec_0-2-rgb_front,Urban legends are often the unwritten beliefs that people have and announce to others.,Secret stick your tongue out. i'd like to go for a hike in the mountains. geriatric home care i want to tell you something about my family. how long do you want to stay here? i have to go home. when will we meet? it's your turn now. i need a dentist. when were you born? where were you born? can you wait there? is there anything else i can do for you? how much does the book cost? in love wash your hands. i love to pray in sign.,10,10,16,8,0.0,5.66,5.66,9.19
33jxeIIbBnM_0-1-rgb_front_W16_S8.csv,33jxeIIbBnM_0-1-rgb_front,"Hi, my name is Dave Andrews.",Judge i am hard of hearing. how are you feeling? in fact stickleback who do you want to talk to? who are you? how can i help you? what is the date today? what is your name?.,10,10,16,8,0.0,9.3,4.65,9.02
4PKquZ1fUGk_0-2-rgb_front_W16_S8.csv,4PKquZ1fUGk_0-2-rgb_front,The first product that I'm going to talk to about is a product called Egyptian Magic.,"Year i have a sore throat. trigonometry the next day no, all seats are taken. i am too old. conceit pension for incapacity for work.",10,10,16,8,0.0,14.29,9.52,2.5
ETOZLBScxWY_0-3-rgb_front_W16_S8.csv,ETOZLBScxWY_0-3-rgb_front,"Hi, this is John Stewart and this is some repair tips for your tent.",Brown please give it to me. pipe smoking cotton candy candy marilyn monroe.,10,10,16,8,0.0,0.0,0.0,0.0
dIIMHOX5AD8_0-8-rgb_front_W16_S8.csv,dIIMHOX5AD8_0-8-rgb_front,"Now that we've covered walking properly, lets work on focusing on One Point, so we're actually moving up the body as we go.",Night floor squeegee how long are you going to stay here? what kind of work do you do? how often should i feed it? could you recommend me a good gynaecologist? speech-impaired person toothache who are you? i want you to use a condom. this is very important. incapacitated for work who are you? why do you say that? is that enough for you? perquisite trigonometry compressive strength are you tired?.,10,10,16,8,0.0,6.19,2.06,2.76
cw5evdziBB4_0-8-rgb_front_W16_S8.csv,cw5evdziBB4_0-8-rgb_front,Hello welcome back!,Before felting needle.,10,10,16,8,0.0,0.0,0.0,0.0
cDJuwtDYaSg_0-8-rgb_front_W16_S8.csv,cDJuwtDYaSg_0-8-rgb_front,Alright the drink that we are about to make is a Black and Tan.,All right she is a missionary. you look like your mother. may i offer you a drink? you´re right. i am not deaf. i have a sore throat.,10,10,16,8,0.0,13.95,9.3,5.33
5RR7dlzkyL0_0-5-rgb_front_W16_S8.csv,5RR7dlzkyL0_0-5-rgb_front,"Now first of all, I want to tell you, when you are doing business over the phone, you automatically lose a huge part of your ability to communicate.","What is the date today? wrinkled forehead what is the date today? why do you say that? out of order practice makes perfect. keep quiet. how old are you? what is the date today? i need a dentist. i'm fine, thanks. why do you say that? kilometre per hour how old were you when you became deaf? i am sorry to bother you. i lost my book how long are you staying? let's have a break! dividers how much is a ticket to _____? is there anything else i can do for you? not worth it. well done! what is your sign in sign language? i have a sore throat. nobel prize what is the date today? i have a sore throat. i am sorry to bother you. how long do you want to stay here?.",10,10,16,8,0.0,16.97,12.12,27.84
-d5dN54tH2E_0-1-rgb_front_W16_S8.csv,-d5dN54tH2E_0-1-rgb_front,We're going to work on a arm drill that will help you have graceful hand movements in front of you.,How are you? roll up your sleeve. thicken forgive me. give me a hug. impregnate what are you doing?.,10,10,16,8,0.0,15.0,10.0,9.64
39FN42e41r0_0-1-rgb_front_W16_S8.csv,39FN42e41r0_0-1-rgb_front,"MICHAEL ROSENGART: Right now, I'm here with two personal trainers, Ryan Regensburg and Jonesy and we're doing some renegade rows.",Modern how long do you want to stay here? how can i help you? what kind of car have you got? how long do you want to stay here? how are you? as a matter of fact you´re right. leggy stickleback what’s the matter with you? who are you? buzzer nibble.,10,10,16,8,0.0,16.0,8.0,4.88
1-xK5UtDSmE_0-2-rgb_front_W16_S8.csv,1-xK5UtDSmE_0-2-rgb_front,"We're going to look at it from several aspects and the first thing that I would want to speak to would be the owner of the business, the CEO and in my profession, and I work for a company that provides wellness programs.",Eat i have a sore throat. i have a cough. notice how long are you going to stay here? strep throat binge drinking i do a paper route to earn a little money. fruit juice credit card junk mail geriatric home care eating disorder when does school start? what is the date today? strep throat what is the date today? when does school start? i speak a little bit. keep quiet. tortoise dimple i have a sore throat. oral sex seduce how long are you going to stay here? home on the range school for the deaf i am looking for a laundromat. hazel grouse i will have coffee after i eat. my wife is in the hospital. what kind of work do you do? i like my work. ability to work i graduated last year. where are you from?.,10,10,16,8,0.0,20.65,11.96,20.76
dKumOzqVk3M_0-8-rgb_front_W16_S8.csv,dKumOzqVk3M_0-8-rgb_front,"Hello, this is JB, I'm with Austin Homebrew Supply in Austin, Texas.",I´m tired you have to have a shot. can i offer you anything to eat? cup of coffee how can i help you? what time is it?.,10,10,16,8,0.0,14.63,9.76,2.44
aoJDJktJkzw_0-3-rgb_front_W16_S8.csv,aoJDJktJkzw_0-3-rgb_front,Okay so our kimchi is pretty all mixed up now and when you are doing this at home you can really set this aside and let the pickling process happen for a good solid 1/2 hour to a hour and you can see now already the different of the texture of the kimchi.,Offside how long are you going to stay here? what is the date today? anything for dessert? party of five marguerite which city is the capital? how long will it take? when? what time is it? what is the date today? how much is it? pocket money i have a sore throat. are you thirsty? how long are you going to stay here? why do you say that? procrastinate give me a kiss. oral sex are you studying or are you working? would you be so kind  and keep the seat for me? is that enough for you? it's itching. small intestine on the side sitz bath time is up. i will see you next monday. menstruation i will have coffee after i eat. i am studying to be an interpreter. i need to balance my checkbook. time management how long are you going to stay here? why do you say that? who do you want to talk to? i am a secretary. what time is it? can i help you? wash your hands. oral sex menstruation how much does it cost? what is the date today? how much is it?.,10,10,16,8,0.0,17.07,10.57,27.94
ETOZLBScxWY_0-5-rgb_front_W16_S8.csv,ETOZLBScxWY_0-5-rgb_front,"Hi, this is John Stewart and this is some repair tips for your tent.",Accent water bath i have a sore throat. i have not eaten yet. why do you say that? i am sorry to bother you. balanced diet come to terms balanced diet tomatoes on the vine.,10,10,16,8,0.0,0.0,0.0,0.0
EhYk6e-jtWg_0-3-rgb_front_W16_S8.csv,EhYk6e-jtWg_0-3-rgb_front,"Alright, the drink that we are about to make is a Claridge Cocktail.",Thermal skillful chuckle.,10,10,16,8,0.0,0.0,0.0,0.0
11JT4jRNI-o_0-2-rgb_front_W16_S8.csv,11JT4jRNI-o_0-2-rgb_front,Let's go to the squat position now and add the tubing into that.,I like autumn best. how much does it cost to get in? how much does it cost? how long are you going to stay here? i have to go shopping. how long are you going to stay here?.,10,10,16,8,0.0,7.69,7.69,7.99
204P_kHHWks_0-2-rgb_front_W16_S8.csv,204P_kHHWks_0-2-rgb_front,Now I've been applying product to both eyes and I'm finishing out the top of the left side of her eye.,Order number adverb of manner what time does the bus arrive? how much does the book cost? how much does it cost to get in? i will have coffee after i eat. collusion at an auction facial expression how are you feeling? i don't like it at all. let's take a break. neighbourhood (mathematics) urban area the temperature is below zero. where are you from? what's wrong with you? menstruation.,10,10,16,8,0.0,12.5,6.25,10.48
CzkLI34HFIg_0-5-rgb_front_W16_S8.csv,CzkLI34HFIg_0-5-rgb_front,So I'm going to take these pants over and go ahead and press them down.,"From what time is it open? i am sorry. i have a bad cough. i am a doctor. may i offer you a drink? are you tired? have a seat, please. keep quiet. peace and goodwill. when would you like to go? what time does the post office close? the booking tickets office is closed. what time is it?.",10,10,16,8,0.0,10.67,8.0,6.14
-f1_kdl050s_0-1-rgb_front_W16_S8.csv,-f1_kdl050s_0-1-rgb_front,In this clip we are going to talk about dangers for these birds in the household and otherwise.,You who are you? switch on turn the page the song of songs have you bought your ticket? what is the date today? stick your tongue out. one of my hobbies is writing letters to my pen-friends. birds can be messy.,10,10,16,8,0.0,13.33,10.0,9.55
FMSiqrDXABU_0-3-rgb_front_W16_S8.csv,FMSiqrDXABU_0-3-rgb_front,"Okay, right now we're going to talk about laying out the job.",Pillar high school what is the date today? how much does it cost to get in?.,10,10,16,8,0.0,13.79,6.9,7.54
4GG2H4QR9W8_0-2-rgb_front_W16_S8.csv,4GG2H4QR9W8_0-2-rgb_front,How you doing?,Tie.,10,10,16,8,0.0,0.0,0.0,0.0
bUFsn9GQsCg_0-8-rgb_front_W16_S8.csv,bUFsn9GQsCg_0-8-rgb_front,I have some very good news for you about the Feral cat.,Interesting could you give me an advice? what is the date today? know-it-all how much is it per night? to have breakfast.,10,10,16,8,0.0,16.67,11.11,9.56
b9zJhvHGxyk_0-3-rgb_front_W16_S8.csv,b9zJhvHGxyk_0-3-rgb_front,My name is Kristy I'm working at the Curves in West Jordan Utah.,May i go with you? gigabyte bus network i am interested in working for your company. make a reservation make an appointment i listen to bands like ac/dc.,10,10,16,8,0.0,13.95,9.3,5.98
c_ThRj8eAf0_0-8-rgb_front_W16_S8.csv,c_ThRj8eAf0_0-8-rgb_front,So we are in the roll your own portion of shotgun.,"This is my seat. are you married? do you have any children? cup of coffee can i help you? please help me. how much does it cost to get to the airport? where can i rent a car? hello, can i help you? no, thank you. how do you feel? i do not feel well.",10,10,16,8,0.0,9.09,6.06,4.86
bBHYQCDp_9A_0-3-rgb_front_W16_S8.csv,bBHYQCDp_9A_0-3-rgb_front,"When you're running a press, the defense is running a press, one thing that you want to learn how to do, is break that press.",Culture could you show me? audio book book review i want to tell you something about my family. community of practice youth recreation leader guardianship i am single. united nations development programme central america i want you to use a condom. yearbook book review reading comprehension child and adolescent psychiatry my husband had an operation. my wife is dead. victim support.,10,10,16,8,0.0,16.09,11.49,14.4
a4uz0W33REs_0-3-rgb_front_W16_S8.csv,a4uz0W33REs_0-3-rgb_front,SARAH HAUER: Hi.,Bolt.,10,10,16,8,0.0,0.0,0.0,0.0
33YRZ5UZTA4_0-2-rgb_front_W16_S8.csv,33YRZ5UZTA4_0-2-rgb_front,"JASON PAINTER: Hi, I'm Jason.",Feel it's your turn now.,10,10,16,8,0.0,0.0,0.0,0.0
d_V_K6ziiNA_0-8-rgb_front_W16_S8.csv,d_V_K6ziiNA_0-8-rgb_front,"Knots have a long and varied history throughout time, and today I'm going to show you how to make one of the great ones.",Start how are you? are you tired? how are you? how long are you staying? what time is it? back row book club i graduated last year. when were you born? what is your name?.,10,10,16,8,0.0,16.67,13.33,13.54
48Hj_AyP3Fk_0-2-rgb_front_W16_S8.csv,48Hj_AyP3Fk_0-2-rgb_front,Hello.,Neo.,10,10,16,8,0.0,0.0,0.0,0.0
a4Nxq0QV_WA_0-3-rgb_front_W16_S8.csv,a4Nxq0QV_WA_0-3-rgb_front,JASON JEANETTE: Hi.,Bolt.,10,10,16,8,0.0,0.0,0.0,0.0
EhYk6e-jtWg_0-5-rgb_front_W16_S8.csv,EhYk6e-jtWg_0-5-rgb_front,"Alright, the drink that we are about to make is a Claridge Cocktail.",Right i speak a little bit. i have a sore throat. what is the temperature? the temperature is 76 degrees. ice cream maker the princess and the frog keep a secret water park.,10,10,16,8,0.0,13.04,13.04,15.67
46Cwjrd4ua4_0-2-rgb_front_W16_S8.csv,46Cwjrd4ua4_0-2-rgb_front,"Now the next environmental factors that you want to look at are the date, and the year.",Currently i was born in 1960. i will have coffee after i eat. break a promise stick your tongue out. yawn lollipop i lost my pencil. beat around the bush who do you want to talk to? break a promise cup of coffee.,10,10,16,8,0.0,13.33,13.33,13.31
EjzQn4ReeeI_0-3-rgb_front_W16_S8.csv,EjzQn4ReeeI_0-3-rgb_front,"Alright, in this clip we'll be doing the upper body on our cute, more cartoonized angel, and we're just going to give him a simple, white robe.",Neo probationary period well done! leather-bound book what is the date today? passing by in hallway built environment my father passed away last month. post secondary student aid what is the soup of the day? thank you very much! i need a dentist. would you like a glass of wine? narcissism i speak a little bit. narcissism you are too young. long-term unemployed i'm unemployed. this is very important.,10,10,16,8,0.0,7.92,5.94,5.07
